042155731	480694872	Remote Software Developer
477065566	524414316	Software Developer
072723705	835609086	Software Developer Intern
767751159	530882151	Software Engineer
168259778	160232806	Application Developer
310249976	259928978	Mobile Developer
788380270	394886789	Software Engineer
749621684	002453108	Software Developer
076536107	296340461	Software Engineering Intern - Puzzlescapes & Merge Dragons
888183796	544623005	Games Application Intern
888183796	648991914	Software Engineering Intern - Words with Friends
608254312	858295104	Software Engineering Intern
012218709	101953836	Junior Developer Co-op
241774831	213413674	Software Developer
721249080	569074639	Content Developer and Themer
524466923	890654301	Full-Stack Developer and Tech Lead
681900002	558073874	Software Engineer
524834806	921295891	Program Manager & Founder
235780621	372351889	Full Stack Developer
295140568	906560301	Developer
338313302	319879110	Full-stack Developer
093438966	302540860	Research Intern
584113340	329272245	Software Engineering Intern
584113340	910873556	Android Software Development Student
944154179	852259163	Software Engineer Intern
468485568	851056325	Software Developer Intern
092851912	411070308	Software Developer Intern
092851912	259929830	QA Consultant Intern
382792322	778104637	Research And Development Intern
382792322	855815988	Software Engineer Intern
201222128	146328053	Software Development Intern
947125796	901140010	Software Development Intern
947125796	385436566	Software Engineering Intern
219507964	487005344	Front End Developer
336118421	840981021	Full-Stack Developer Intern
336118421	820448145	Full-stack Developer
336118421	739375435	Logistics Organizer
336118421	193897259	Computer Science Club Frontend Developer
594761756	326058902	Data Engineer
651070852	830449343	Data Engineer
655125808	165351502	Cyber Security Consultant
358964344	779614901	Full-stack Developer
210889164	628241344	Full Stack Developer
253057826	910261133	Software Design Engineer Intern
253057826	040582455	Software Developer
773995269	898778529	Application Developer
971239889	782600612	Software Engineer
276225751	225416221	Software Developer Intern
338868269	534353512	Application Support Analyst
338868269	727880906	Data Engineer
449551472	931159398	Teacher Assistant
449551472	514639968	Programmer Analyst
294426687	407618747	Data Analyst
294426687	371180789	Full Stack Developer
040257153	132678954	Full Stack Developer
040257153	988915973	STEP Intern
595755616	700254270	Software Developer
669806469	495023522	Backend Software Developer
669806469	735366995	Software Developer
669806469	368770645	Publicity Director
820053873	687033804	Business Analyst
439294344	324929544	Python Software Developer
716840449	747706656	Software Developer
125268398	810847962	Frontend Intern
125268398	502869672	Software Engineer
125268398	857100444	IT Developer
125268398	324215424	Software Developer Intern - Front End
125268398	908573511	Software Developer in Test Intern
263721230	305716627	Software Engineer Intern
465340352	618018901	Growth Software Engineer
516097856	809577522	Software Engineer
683737041	197541206	Software Developer
205491477	111316438	Android Developer
740088796	374283576	Software Engineer Intern
389775512	783097464	Software Engineer Intern
056173866	243898376	Android Engineering Intern
153026905	111210541	Intern Android Engineer
388401481	701752695	Android Developer
270670783	217451482	Full Stack Developer
810147329	916527388	Change Management Coordinator
830874635	964658107	Data Scientist
445795542	925351030	Software Engineer
499030992	997218908	Full Stack Developer
289134978	193094339	Software Engineer
487135790	195300802	Software Developer
487135790	067145849	Software Engineering Intern
040751414	821873938	Software Engineering Intern
040751414	821873938	Software Engineering Intern
345085119	778297309	Software Engineer
623128097	272713876	Software Engineer
567060451	359792882	Software Engineering Intern
971474191	563458581	Software Engineering Intern
971474191	151459840	Software Developer Intern
980141449	948350980	Technincal Engineering Intern
007923282	769233116	Software Developer & Product Designer
007923282	586643021	Web Application Developer
007923282	311959369	Undergraduate Teaching Assistant
007923282	838980223	Software Engineer
577223592	630905233	Software Engineer
524237141	744253189	Digital Innovation Analyst Intern
524237141	119126865	Software Engineer Intern
969708015	591474240	Software Engineer
969708015	591474240	Software Engineer
983106095	163694236	Software Engineer
893735987	417334204	Security Engineer
785254585	025386909	Software Engineer
339511968	936533992	Software Engineer
369443267	576375701	Software Developer
369443267	770416720	Mathematics Undergraduate Research Assistant
163853163	839097045	Full-Stack Developer
384510021	568451232	Software Engineer Co-op
384510021	813634671	Senior Software Developer Intern
408649267	850116565	Data Science Intern
408649267	771779565	Business Intelligence Developer (Coop)
408649267	796560666	Javascript and React Software Developer
408649267	816720878	Display Solutions Engineer
247085654	617122945	Software Engineer
072962799	315167960	Software Developer
123294059	296770841	Student Intern IL
151770283	693621998	Full Stack Software Developer
029104853	046222175	Full Stack Software Engineer Intern
630297484	566184580	Web Developer
630297484	218620985	Security Software Developer Intern
630297484	616965864	Software Developer Intern
369739650	953179516	Software Engineer Intern
597547429	065841535	Software Developer Intern
175951104	318584453	Full Stack Developer
516251038	036036417	Full Stack Engineer
476101112	949885880	Software Developer
716659106	690492412	AI Researcher
716659106	255814325	Software Developer
491422854	126719608	Software Developer
802557438	208646924	Web Application Developer
802557438	120366631	Embedded Software Developer
802557438	400942534	Modeling Analyst
802557438	070691810	Undergraduate Research Assistant
761392233	258470761	Software Developer
909751678	327849103	Undergraduate Research Assistant
538137738	385539967	Software Intern
538137738	385539967	Software Intern
012456321	231553889	Software Intern
810074112	169587128	Software Engineer
810074112	399936397	Software Quality Assurance Developer
780373090	404522032	Senior Developer
630298085	941239554	Quantitative Developer
630298085	637924399	Developer
517654158	630493967	Application Developer
142361601	505970354	Software Developer
142361601	886856513	Network Automation Engineer
142361601	287474466	Full Stack Engineer
142361601	269734335	Back End Developer
050120157	331203010	Front End Developer
050120157	672665989	Software Engineer
458080248	352135102	Quality Assurance Analyst
458080248	640783319	Quality Assurance Engineer
852995713	333972150	Customer Contact Representative
287349669	729216590	Software Developer
490910681	934355298	Software Engineer
492157730	191010617	Software Engineer
267051634	310975183	Full Stack Developer
040388104	917062086	Frontend Engineer
488954410	555571924	Full Stack Developer
789440670	476465168	Researcher
216062046	054130377	Software Developer
244842675	102711573	Software Developer
075821765	742098935	Software Developer (Summer Analyst)
476629061	356167220	Software Test Engineer
338551412	675534087	Global Ambassador
338551412	846574572	Data Engineer
992242743	752158548	Tutor
106415621	286720570	Software Engineer Intern
216364679	349499728	Software Engineer Intern
673714499	621342829	Intern Tools Programmer
673714499	762451732	Test Automation Student
753970017	021712045	Software Engineer
286180190	155507940	Software Engineer
286180190	250258372	Software Engineer for Data Science
286180190	771082565	Software Developer
198669460	630563521	Lead Campusknct UWaterloo Media Director
198669460	361576331	UI/UX Engineer
512216169	764213235	Data Engineer
512216169	750371868	Cloud Engineer- PLATO
490935554	556622386	Software Engineer Intern
759460338	835321997	Quantitative Analyst Intern
177926703	442302122	Software Engineer Intern
308742017	025757036	Software Engineer Intern
308742017	734513975	Quantitative Equity Research 
308742017	826028246	Student Design Engineer - Software
376365634	796455032	Software Developer
277497995	838117733	Software Engineer (Coop)
025390902	770276230	Full Stack Developer (Coop)
322281960	290189168	Software Engineering Consulting(Co-op)
322281960	957835053	Software Developer (Co-op)
654798585	838883595	Web Developer  (Co-op)
267437816	404955218	Software Engineering Intern
433809212	200248068	Full Stack Developer
538435868	992342146	Full Stack Developer
411271285	542138611	Back End Engineer
550060282	653125775	R&D Engineering Development
550060282	407520456	Research Assistant
300003903	729325663	Ciriculum Manager and Supervisor
300003903	578777926	Software Developer in Automated Testing
104634111	634580213	Mobile Application Developer
104634111	902325556	Software Engineer Intern
040306109	313412401	Software Developer Coop
318965212	931763000	Software Testing Coop
318965212	655430452	Security Engineering Intern
318965212	951938962	Junior Developer Intern
318965212	489101572	Undergraduate Research Intern
846920669	790670049	Software Engineer
851718558	714495946	Software Developer
172625151	197589347	Software Engineer
767363649	515426489	Software Developer
254080278	638162426	Finance Process Improvement Analyst
254080278	135932416	Software Developer
858750531	366135621	Connected TV Developer
483319902	182027906	Information Security Analyst
468861154	346921288	Test Automation Developer 
229872149	152200589	Full Stack Developer
165006654	932436417	Autonomous Intelligent Vehicle Team & Technical Leader
143229948	259505156	Head Software Architect
143229948	332378254	Engineering Intern
777834555	172637190	Data Analyst Intern
359946569	380393692	Co-Founder
359946569	130413439	Backend Software Developer
359946569	733579788	Software Developer
150990484	457002308	Maps Team Lead
309211864	957877242	Business Intelligence Analyst Intern
309211864	435624822	Software Engineer (Product Web Team)
175979521	302601599	Software Engineer
175979521	587487247	Software Engineer (Logistics Team)
466583770	049458143	Software Engineer
466583770	679761508	Software Developer
598452737	413196572	Software Developer
065768384	820655058	Software Developer
065768384	317181947	Technical Writer — Operating System
995328512	339180631	Project Manager — Business Division
533684571	934489303	Infrastructure Developer
086158596	942042827	Big Data Developer
086158596	717440401	Software Engineer Intern
786751772	503759930	Software Engineer Intern
983720360	790625903	Software Engineer Intern
183381719	049523028	Full Stack Developer Intern
183381719	653456904	AI/ML - Software Engineer Intern
915816135	897621735	iOS Engineer (co-op)
112460307	035644365	Project Lead Developer
112460307	712039816	iOS Engineer (Co-op)
359892743	049283956	Associate Data Engineer
344399987	893629643	Software Developer
693981213	814274101	Software Developer
693981213	647077089	Software Engineer Intern
341199917	972112420	Software Engineering Intern
572705205	366336108	Software Developer Intern
572705205	769313847	Front-End Developer Intern
496033757	561010813	Co-Founder
266071392	160561835	Logistics Officer
714384621	678003016	Administrative Executive
360978614	846635044	Ambassador
708554149	609454276	Director Of Public Relations
325204068	250309195	Research Intern
325204068	618942511	Curriculum Designer
196142231	066749811	Machine Learning Researcher
196142231	731016199	Technical System Analyst
196142231	604739328	Full Stack Developer
196142231	472270870	Quality Engineering Automation Developer
196142231	371436764	Technical Analyst Intern
196142231	468759998	Software Engineer
688945946	345262115	Data Scientist
688945946	345262115	Data Scientist
558071673	123881517	Data Engineer
570267131	424524608	Software Developer
570267131	868578292	IAM Systems Engineer
892019194	634159366	Full-stack Developer
688765514	826634556	Full-stack Developer
688765514	490715844	Student
607686616	044346714	President
046990750	438815479	R&D Engineering Developer
046990750	255481344	Software Developer Intern
046990750	542139956	Project Developer - Internal Tools
046990750	608523434	Project Developer - Building Up
048813391	070120524	Software Developer Intern
192066264	575836728	IT Automation Analyst
192066264	469593030	Quality Assurance Intern
916506123	157312054	Software Engineer Intern
774525376	381637736	Software Engineer Intern
774525376	381637736	Software Engineer Intern
774525376	621688143	Software Developer
515439336	173200014	Software Engineering Analyst
737518914	210440506	Software Developer Co-op Student
737518914	480690413	Undergraduate Research Intern (Meta-Learning)
737518914	081383155	Undergraduate Research Assistant (Natural Language Processing)
783889501	289718240	Machine Learning Engineer Intern
783889501	823246071	Undergraduate Research Assistant (Probabilistic Graphical Models)
119355945	303758522	Software Engineer Intern
119355945	045350633	Advanced Network Machine Learning Engineer
186572941	118426461	Researcher
410821123	564750289	Software/Cloud Solution Architect Intern
860083619	401147044	Research and Analysis Student
346938951	012715567	Game Developer
346938951	970608425	Back End Developer
346938951	214416806	Software Developer
940265589	779053364	Software Developer
940265589	264778355	Software Engineer
940265589	708237379	Machine Learning Research Engineer
746612743	339445972	AI/ML Developer
746612743	006751054	Software Developer
485965159	347176448	Frontend Web Developer
665538094	285588474	System Administrator
407464010	960220995	Jr. Software Developer
407464010	483115295	Software Engineer
434486536	986874665	Software Engineer
434486536	711856617	Project Developer
434486536	986874665	Software Engineer
482374062	867560527	Research Scientist
520146642	799999735	Professor
520146642	551781641	Software Engineer
156358397	060634458	Software Engineer Intern
156358397	771192261	Software Engineer Intern (Autonomous Vehicles Platform)
032909497	348050750	Software Engineering Intern (Machine Learning)
289645176	165564000	Full Stack Developer
289645176	261503399	Fullstack Developer
079142021	248483123	Production Engineer
338170872	630907311	Software Developer
338170872	429080301	Front End Developer
091013737	634969993	Software Engineer
814792470	174517084	Director of Online Infrustructure 
878736435	566142451	Technology Advisory Consultant 
809148085	452812810	Software Engineering Intern
365739720	132123854	Venture Partner
331281550	379219528	Software Engineering Fellow
331281550	769637894	Virtual Force Intern
646177851	718544310	Product Prototyper
362587319	468937879	Undergraduate Research Assistant
446117026	275006533	Undergraduate Research Assistant
446117026	298182807	Data and Relevancy Engineer
446117026	605988137	Undergraduate Student Research Assistant (Fellowship)
446117026	057147328	Network and Data Analyst
446117026	646014197	Full Stack Developer for Quality Assurance
996158729	262729562	Full-stack Developer
697975154	368812643	Web Development Team Lead
421306018	585839327	Mobile Software Developer
566689090	782217133	Innovation Web Application and Voice Developer
566689090	195732271	Web Application Developer
769216381	109148910	Student, IT Infrastructure
801569217	489445498	App Developer
428636872	471601891	Frontend Developer
945302410	166871604	Full Stack Developer
945302410	046686809	Math Undergraduate Marker / TA
523375798	126178602	Software Developer 
118994848	235991165	Marketing Director
118994848	236677197	First Year Representative
118994848	729567113	Computer Science Club Marketing Coordinator
368997059	009535239	Full-stack Developer
858843670	897107926	Software Developer
245152752	588620939	Backend Developer - Part-time
824995603	942684329	Clojure Developer
515507013	295585391	Software Developer
515507013	793029752	Software Engineer
655345289	351099052	Software Engineer
197140337	103333307	Professional Athlete
833573445	161495858	Junior Math Developer
833573445	998159585	Mobile Application Developer
833573445	227937643	Automation Engineer
066319645	546022553	QA Mobile Intern
066319645	517045406	Dayforce Assistant - Developer
066319645	111400007	Android Developer
300336692	997772556	Software Developer
300336692	568962270	Software Engineer Intern
258090802	154960647	Software Developer
258090802	141286212	SDE Intern
258090802	572746966	DevOps Engineer
258090802	217321325	Design Engineer
258090802	970896711	Developer
117522958	887489367	Assistant Software Engineer
439180431	187981650	Technical Implementation and Support Specialist
439180431	301973688	Vice President ofOperations
439180431	957113265	Security Software Engineer
439180431	966804030	Senior Director Of Operations
789766952	393648244	Software Developer
020391821	632938890	Software Engineer Intern
020391821	356372743	Software Engineering Intern
020391821	785942896	Software Developer Coop - Database Query Processing
020391821	148251260	Software Developer Coop - Distributed Databases
020391821	512102086	Software Developer - Coop
003649197	710354353	Software Developer (Co-op)
183004072	539708776	Web Automation Developer (Co-op)
183004072	412323217	Systems Software Intern
737064994	624504020	Embedded Software Engineering Intern
737064994	644572948	Software Engineer in Co-op
325139775	327147282	Software Developer
969755548	513141433	Quantitative Developer
827629265	911909827	Full Stack Developer
827629265	708806288	Instructional Support Assistant
827629265	022049398	Mathematics Tutor
139820525	355238773	Reinforcement Learning and Game Theory Algorithms for Two Player Imperfect Information Games
840894445	584390082	Software Engineer
840894445	014330875	Localization Team Core Member
156873835	571262272	Software Engineer
663948371	500940227	Full Stack Developer
626985751	103279753	Full Stack Developer
626985751	393318335	Junior Software Developer
626985751	139783025	Software Engineer Intern
157862212	042540681	DSP Developer (R&D)
277491195	777260304	Software Development Intern
140973484	297065983	Full Stack Developer
490421034	764389338	Web Developer & Designer
490421034	232348574	Writer
849256960	441716846	Automation Analyst
849256960	492563579	Frontend Engineering Intern
849256960	539442401	Software Engineer Intern
588015186	314422721	Software Engineer Intern
588015186	020047403	Undergraduate Research Assistant, Computational Health Informatics Lab (CHIL)
588015186	808906860	Undergraduate Research Fellow, Cryptography, Security, and Privacy (CrySP) Lab
588015186	838103741	Software Engineer Intern, Full Stack Android
293795240	415893976	Software Engineering Intern, Cash Android
293795240	590077940	Full Stack Software Developer Intern
293795240	612976002	Software Engineer Co-op
293795240	612976002	Software Engineer Co-op
293795240	957075929	Software Test Engineering Co-op
293795240	953885124	Student Computing Consultant
293795240	069630364	Director Innovation and Research Partnerships 
604666429	350833122	Founder - Executive Director
165958805	988003173	Director, Concept
165958805	447331383	Associate Director, Velocity
638041529	535176844	Software Engineering Intern
638041529	134469821	UI Engineer Intern
638041529	535176844	Software Engineering Intern
638041529	434500640	Software Developer intern
638041529	903695774	Software Developer In Test
173454195	705839392	Software Developer
081132850	774329540	Software Engineering Intern
731124148	697566684	Software Developer (Remote)
167356524	225813735	Software Engineering Intern
210930490	783689030	Software Engineering Intern
945231248	355741875	Project Development Intern
696526142	768860690	Software Developer
696526142	393850239	Web Developer Intern
187251724	000924501	UI/UX Designer
229983692	278373299	Web Application Developer
229983692	581538356	Software Engineer Intern
615081794	412683521	Data Scientist Co-op
406252656	546100466	Data Engineer Co-op
406252656	220496634	Software Engineer Intern
406252656	220496634	Software Engineer Intern
925566045	347345502	Backend Developer Intern
925566045	631913686	Automation Development Student
925566045	245288618	Product Analyst
186704562	297298199	Software Engineering Intern
114313658	352839327	Director of Software Engineering
114313658	376260566	Software Engineer Intern
114313658	376260566	Software Engineer Intern
494344341	444672981	Software Prototyper Intern
494344341	333854707	Software Developer Intern
310059262	074477345	Cinematic software developer
310059262	805849505	Desktop software developer
172814897	751877417	Associate Game Developer
788562173	799220080	Full Stack Engineer
032986430	491462715	Full Stack Research assistant
032986430	511044902	Lead Developer
038142249	275365775	Software Engineering Intern
682050260	344053619	Software Developer Co-op
682050260	151362777	Explore Intern
154373807	062453457	Computer Systems Analyst
890547391	298677772	Web Developer
890547391	391647259	Software Developer
370356351	960176435	Software Developer
370356351	960176435	Software Developer
370356351	578298791	Full Stack Developer
598109449	411492639	IT Analyst
598109449	890605285	Automation Engineer
598109449	449623913	Algorithm Programmer
356518239	459646589	Full Stack Engineer
356518239	441001748	Compiler Verification Intern
689880221	875305406	Google Summer of Code 2019
689880221	009900573	Site Reliability Engineer
759705430	652618308	Software Engineer
759705430	652618308	Software Engineer
759705430	942828592	Software Developer Intern
759705430	671392266	Solutions Developer
838981468	277238829	Javascript and Python Developer
838981468	543912996	Test Engineer
838981468	720214706	Quality Assurance Analyst
103487344	139175808	Software Developer
103487344	576067119	Application Developer
103487344	214137685	Compiler Software Engineer
058953028	866162652	Software Engineer Intern
811683863	372454301	Software Engineer Intern
070494577	040058168	Backend Engineer Intern
935319375	396762674	Software Developer Internship
799558937	613150933	Software Developer Intern
799558937	613150933	Software Developer Intern
799558937	199216275	Software Test Engineering Intern
885601973	013527689	Software Developer
752603967	646059941	Full Stack Software Developer
752603967	004580080	Web Developer
167768664	551053764	Software QA Analyst/Developer
167768664	432407340	Integration Analyst
520926988	171656341	Full Stack Developer
520926988	133208138	Software Engineer
055296889	051905128	Agile Software Engineer
055296889	026011845	Software Developer
185543274	795439220	Software Developer
185543274	278059359	Back End Developer
525830275	645175585	Data Engineer
290735128	326922738	Python Backend Developer Intern
013523241	199966627	Software Developer
013523241	731591397	Software Engineer
482493247	650029626	Junior Software Developer
339848158	935917021	Team Lead - Finance Department
339848158	132451553	SmallBizHack Hackathon developer
903465689	016150080	Embedded Software Developer
903465689	948221879	DevOps Analyst
701037334	397209775	Software Developer
701037334	112380255	Deep Learning Developer
701037334	273698605	Research and Development Co Op
817879535	376371800	Undergraduate Research Assistant
678426399	371670515	Software Development Engineer Intern
678426399	804018772	Assistant Engineer
678426399	525724649	Backend Software Developer
966158658	633789469	Compiler Software Engineering (Co-op)
600972296	100965371	Software Engineer Intern
411974788	349288801	Associate Software Engineer (Intern)
163973559	765579154	Software Developer Intern
364800656	764809016	Software Developer Intern
364800656	457603213	Full Stack Developer
577554570	619083873	Firmware Engineer
577554570	631701211	Web Developer
358426444	440759730	Integration Services Development Intern
898448842	051490213	Full Stack Software Engineer
718285078	018190091	Full-stack Software Engineer
718285078	530762944	Full-stack Software Developer
040432995	725771326	Software Developer
243248577	243712275	Software Developer
401012820	118683628	Wintern
401012820	085230281	Production Engineering Intern
213939103	845282107	Firefox Desktop Engineering Intern
213939103	758547630	Software Developer Co-op
989197253	265599693	Software Developer Co-op
989197253	265599693	Software Developer Co-op
584104060	791399475	Software Developer Co-op
584104060	047958237	C++ Software Engineer
315463576	005249177	Software Developer
793941237	458806259	Vice President of IT
269793058	321661555	Software Developer
338290520	950956869	Software Developer
338290520	145633945	Intermediate Software Engineer
338290520	103818292	Software Engineer Co-op
338290520	549152951	Software Developer Co-op
338290520	950956869	Software Developer
991969464	848304109	Quality Assurance Analyst
013538526	913771085	Quantitative Analyst
672093712	813848251	Frontend Engineer
922940199	811493379	Software Developer
605969085	679461041	Server Software Engineer Coop
401300766	870724981	Senior Firmware Lead
401300766	092587887	Junior Software Developer
018868075	526015890	Software Developer
551222766	608405423	QA Engineer Intern
551222766	640605784	NLP Engineering Intern
208541104	399732617	Deep Learning and Computer Vision Engineering Intern
689559255	174992704	Jr. Data Scientist
786573111	360062232	Software Developer
899171861	126093305	Software Developer
723233006	797942792	Software Engineer - Infrastructure Team
052490981	408145690	Machine Learning Intern
480177210	544127130	Software Engineer
165694726	605279797	Web Developer
836407316	324280482	Junior Web Developer and QA
836407316	576603530	Software Engineer Intern
952054110	638205700	Software Engineer Intern
952054110	638205700	Software Engineer Intern
623995928	437458960	Research Assistant
526707796	781672341	Frontend Design and Communication Intern
526707796	678912819	Senior Software Engineer
386382357	895508261	Full Stack Developer
257816016	678722848	Full Stack Developer
257816016	379371460	Software Engineer
736232920	082677138	Software Engineer / Software Engineer in Test
760876207	281757083	Student Analyst
770262248	855367683	Data Open (Citadel and Citadel Securities)
770262248	201115606	Discover Microsoft with Azure (2nd Place)
380153555	423476360	Web Developer
380153555	522037522	Software Engineer
380153555	521509438	Software Developer Analyst
380153555	175788741	Software Developer
380153555	231526568	Software Engineering Intern
942562193	194312585	Software Engineering Intern
283045565	003641096	Software Engineering Intern
698086499	352395509	Software Engineer Intern
342012768	875719575	Co-op Java Developer
721491568	521236006	Freelance Software Developer
721491568	427681961	Business An
630361673	561876206	Project Assistant
630361673	509274937	Associate QA Analyst Co-Op
636487146	748422711	Summer Intern
324081145	778229049	Data Analyst
324081145	350580484	IT Developer
612800410	747697483	Backend Developer
612800410	720205083	Logistics Organizer
612800410	145364408	Quality Assurance/Full Stack Intern
374937176	687407027	Full Stack Developer
374937176	389360061	Developer
731930554	647635911	Junior Developer
731930554	259632394	Software Engineer
976991614	439949982	Software Engineer
976991614	456433539	Data Solutions Engineer
847772696	730543167	Software Developer
747907638	322596258	Software Engineer
747907638	472458817	Technology Consulting Intern
844772294	254909855	Software Developer Intern
844772294	928524622	Solutions Developer Intern
844772294	015237105	Software Engineer Intern
844772294	015237105	Software Engineer Intern
096487782	949644177	Full Stack Developer Intern
096487782	990516053	Path Planning Software Developer
306275126	835284842	Product/Developer Associate
640412712	440095857	Software Engineer
351816729	598748125	Software Developer - Path Planning
351816729	272427754	Software Engineer
351816729	272427754	Software Engineer
351816729	272427754	Software Engineer
579054606	973243155	Co-Founder
976375559	850208447	Software Engineer
976375559	850208447	Software Engineer
976375559	850208447	Software Engineer
621796327	106536981	Mobile Developer
382090392	539858154	Co-Founder
579446971	126165147	Software Testing - Engineer In Training
439046617	438441751	Software Engineer
604802185	792522642	Application Developer - Global Strategy & Architecture
173672301	696204888	Software Engineering and Robotics 
171875823	193097862	Admin Team - Sponsorship 
171875823	107902541	Back End Developer
433876908	959117358	Software Developer
885705482	345903085	Data Engineering Intern.
621753639	632040256	Web Developer 
621753639	152835652	Developer
182381041	248564800	Frontend Developer
182381041	315532458	Software Developer In Test Intern
195769691	333242602	Software Engineering
195769691	795416716	QA Tester
147629567	833169574	Event Coordinator
492959657	760611666	Full Stack Developer
492959657	099623965	Back End Developer
492959657	071684347	Application Developer
040993211	126284427	Computer Science Assistant
119993209	602421712	Software Developer Assistant
119993209	998287655	Embedded Software Build and Integration Developer
294859436	775857334	Game Programmer
294859436	570517905	Software Engineering Intern
064388933	592461865	Full Stack Software Developer
653243547	432824585	Full Stack Software Developer
192536935	889987709	Technology Analyst
192536935	398362850	React Native Developer
192536935	472286218	Android Mobile Developer
192536935	672904372	Android Software Developer
981790103	209820615	Quality Assurance
120105085	704663309	Software Designer
981265079	318361231	Software Engineering Intern
998339322	174739354	Jr. Software Engineer
998339322	395513192	Fullstack Developer
211297759	594162585	IT Support Specialist - Intern
211297759	065470108	Software Development Intern
211297759	696933908	Math Online Learning Assistant
799747869	907693514	Software Developer Intern
799747869	968483905	Research Assistant 
799747869	559410786	Autonomous Vehicles Simulation Intern
637834169	411453808	Graphics and Simulation Intern for Autonomoose
461833075	302953216	Web Developer
461833075	634696071	Application Developer
461833075	242902212	Applications Software Developer
461833075	519629240	Software Developer
461833075	992266120	Bluemix Project Developer
098542835	162205266	Software Engineer Intern
592159267	657873344	Quantitative Developer
923577990	889749484	Junior Software Developer
923577990	141253959	Quality Assurance Analyst
923577990	300747223	Software Engineering Intern
923577990	614339714	Java Microservices Developer
638623011	157221669	Junior Software Developer
997013769	792975461	Full Stack Developer Intern
997013769	106183028	Software Engineer Intern
961505427	473257004	Data Engineer
961505427	756849509	Data Scientist
644540589	410710923	Software Developer
305434602	551668524	Associate Solution Developer
103384734	456490147	Computer Science Tutor
846223600	981209737	Software Intern
846223600	981209737	Software Intern
902019936	982561908	Firmware Developer
630271603	782119233	Software Developer
630271603	746279145	Back End Developer
630271603	606906650	IoT and AI Developer
671699117	170512363	Software Developer
347519632	767208302	Software Developer
347438243	057174708	Software Engineer
347438243	102825578	Full Stack Developer
073945969	213462438	Tools Programmer
073945969	500739929	Technology Analyst
707755506	054636543	Software Developer Intern
707755506	555078117	Systems & Infrastructure Intern
530700301	446296900	Software Engineering Intern
465657923	630825608	Student Analyst, Portfolio Analytics
695934712	700892980	Software Engineer (APM Team)
695934712	328362933	Software Engineer (Core Engineering)
695934712	539091445	Software Engineer (Android)
695934712	169995236	Software Developer (Android / Frontnd)
695934712	612504815	Big Data Developer
695934712	815154767	Web Application Developer
950651721	231401114	Software Engineer
950651721	970637687	Cyber Security Analyst
950651721	483921885	Information Technology Developer
781894951	299316344	System Administrator
919864128	274592221	Software Engineer Intern
919864128	847000986	Intern Software Engineer
919864128	803989533	Software Developer
093168879	694171124	Software Developer
325405280	284697094	Software Engineer
454417730	950112709	Software Developer
454417730	889559618	Gameplay Programmer
962968612	757532182	Software Developer
962968612	315887096	Javascript Developer
